1.000000000000000000e+00,5.000000000000000000e-01,5.600000000000000000e+01,1.750000000000000000e+00,1.379999999999999933e-03,1.332600000000000000e+04,3.172857142857142776e+02
2.000000000000000000e+00,6.250000000000000000e-01,4.479999999999999716e+01,1.750000000000000000e+00,1.809999999999999977e-03,1.448700000000000000e+04,4.311607142857143344e+02
3.000000000000000000e+00,7.500000000000000000e-01,3.733333333333333570e+01,1.750000000000000000e+00,2.520000000000000104e-03,1.562400000000000000e+04,5.580000000000000000e+02
4.000000000000000000e+00,8.750000000000000000e-01,3.200000000000000000e+01,1.750000000000000000e+00,2.520000000000000104e-03,1.562400000000000000e+04,6.510000000000000000e+02
5.000000000000000000e+00,1.000000000000000000e+00,2.800000000000000000e+01,1.750000000000000000e+00,3.880000000000000202e-03,1.672800000000000000e+04,7.965714285714285552e+02
6.000000000000000000e+00,1.125000000000000000e+00,2.488888888888888928e+01,1.750000000000000000e+00,5.080000000000000314e-03,1.720159999999999854e+04,9.215142857142856201e+02
7.000000000000000000e+00,1.250000000000000000e+00,2.239999999999999858e+01,1.750000000000000000e+00,5.080000000000000314e-03,1.720159999999999854e+04,1.023904761904762040e+03
8.000000000000000000e+00,1.375000000000000000e+00,2.036363636363636331e+01,1.750000000000000000e+00,5.080000000000000314e-03,1.720159999999999854e+04,1.126295238095237892e+03
9.000000000000000000e+00,1.500000000000000000e+00,1.866666666666666785e+01,1.750000000000000000e+00,7.130000000000000053e-03,1.724259999999999854e+04,1.231614285714285643e+03
1.000000000000000000e+01,1.625000000000000000e+00,1.723076923076922995e+01,1.750000000000000000e+00,7.130000000000000053e-03,1.724259999999999854e+04,1.334248809523809314e+03
1.100000000000000000e+01,1.750000000000000000e+00,1.600000000000000000e+01,1.750000000000000000e+00,7.130000000000000053e-03,1.724259999999999854e+04,1.436883333333333212e+03
